Generic,Name,Company,Strength,Price
Linagliptin,Linatab,Incepta Pharmaceuticals Ltd.,5 mg,18.00
Linagliptin + Metformin Hydrochloride,Linatab M,Incepta Pharmaceuticals Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Linatab M,Incepta Pharmaceuticals Ltd.,2.5 mg+850 mg,14.00
Linagliptin + Metformin Hydrochloride,Linatab M,Incepta Pharmaceuticals Ltd.,2.5 mg+1000 mg,15.00
Linagliptin + Metformin Hydrochloride,Linatab M ER,Incepta Pharmaceuticals Ltd.,5 mg+1000 mg,18.00
Linagliptin + Metformin Hydrochloride,Linatab M ER,Incepta Pharmaceuticals Ltd.,2.5 mg+1000 mg,16.00
Linagliptin,Linatin,Delta Pharma Ltd.,5 mg,7.00
Linagliptin + Metformin Hydrochloride,Linatin M,Delta Pharma Ltd.,2.5 mg+850 mg,8.00
Linagliptin + Metformin Hydrochloride,Linatin M,Delta Pharma Ltd.,2.5 mg+1000 mg,10.00
Linagliptin + Metformin Hydrochloride,Linatin M,Delta Pharma Ltd.,2.5 mg+500 mg,7.00
Linagliptin,Linax,Ibn-Sina Pharmaceuticals Ltd.,5 mg,7.00
Linagliptin + Metformin Hydrochloride,Linax Plus,Ibn-Sina Pharmaceuticals Ltd.,2.5 mg+500 mg,8.00
Linagliptin + Metformin Hydrochloride,Linax Plus,Ibn-Sina Pharmaceuticals Ltd.,2.5 mg+850 mg,9.00
Linagliptin + Metformin Hydrochloride,Linax Plus,Ibn-Sina Pharmaceuticals Ltd.,2.5 mg+1000 mg,10.01
Linagliptin,Linaxitin,Pharmasia Limited,5 mg,15.00
Clindamycin [Oral/Injection],Lincocin,ACME Laboratories Ltd.,150 mg,8.03
Clindamycin [Oral/Injection],Lincocin,ACME Laboratories Ltd.,300 mg,15.04
Oxytocin,Linda-S,Nuvista Pharma Ltd.,5 IU/ml,10.48
Oxytocin,Linda-S DS,Nuvista Pharma Ltd.,10 IU/ml,25.69
Sulindac,Lindac,Popular Pharmaceuticals Ltd.,100 mg,5.02
Sulindac,Lindac,Popular Pharmaceuticals Ltd.,200 mg,9.54
Clindamycin [Vaginal cream/Lotion],Lindamax,Eskayef Bangladesh Ltd.,1%,125.00
Clindamycin [Oral/Injection],Lindamax,Eskayef Bangladesh Ltd.,150 mg,8.00
Clindamycin [Oral/Injection],Lindamax,Eskayef Bangladesh Ltd.,300 mg,15.00
Clindamycin + Tretinoin,Lindamax Plus,Eskayef Bangladesh Ltd.,1.2%+0.025%,120.00
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,250 mg,6.52
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,500 mg,13.00
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,125 mg/5 ml,80.24
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,125 mg/1.25 ml,50.16
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,500 mg/vial,50.15
Cephradine,Lindex,Rangs Pharmaceuticals Ltd.,1 gm/vial,80.24
Cephradine,Lindex DS,Rangs Pharmaceuticals Ltd.,250 mg/5 ml,120.37
Linezolid,Linexil,Opsonin Pharma Ltd.,2 mg/ml,451.36
Linezolid,Linexil,Opsonin Pharma Ltd.,600 mg,84.96
Linezolid,Linexil,Opsonin Pharma Ltd.,100 mg/5 ml,279.89
Linagliptin,Linita,Square Pharmaceuticals Ltd.,5 mg,15.05
Linagliptin,Lino,ACME Laboratories Ltd.,5 mg,15.00
Linagliptin + Metformin Hydrochloride,Lino-M,ACME Laboratories Ltd.,2.5 mg+500 mg,12.00
Linagliptin + Metformin Hydrochloride,Lino-M,ACME Laboratories Ltd.,2.5 mg+850 mg,14.00
Linagliptin,Lintin,Kemiko Pharmaceuticals Ltd.,5 mg,20.00
Linezolid,Linzolid,Incepta Pharmaceuticals Ltd.,400 mg,60.00
Linezolid,Linzolid,Incepta Pharmaceuticals Ltd.,600 mg,85.00
Linezolid,Linzolid,Incepta Pharmaceuticals Ltd.,100 mg/5 ml,280.00
Linezolid,Linzolid,Incepta Pharmaceuticals Ltd.,2 mg/ml,450.00
Baclofen,Liofen,Sun Pharmaceutical (Bangladesh) Ltd.,5 mg,4.51
Baclofen,Liofen,Sun Pharmaceutical (Bangladesh) Ltd.,10 mg,8.03
Baclofen,Liorel,ACI Limited,5 mg,4.53
Baclofen,Liorel,ACI Limited,10 mg,8.05
Baclofen,Lioresal,Novartis (Bangladesh) Ltd.,10 mg,13.01
Baclofen,Lioresal,Novartis (Bangladesh) Ltd.,25 mg,22.69
Baclofen,Liosal,Delta Pharma Ltd.,10 mg,8.00
Atorvastatin Calcium,Lipex,Orion Pharma Ltd.,10 mg,9.06
Atorvastatin Calcium,Lipex,Orion Pharma Ltd.,20 mg,15.10
Atorvastatin Calcium,Lipicon,Eskayef Bangladesh Ltd.,10 mg,10.00
Atorvastatin Calcium,Lipicon,Eskayef Bangladesh Ltd.,20 mg,18.00
Atorvastatin Calcium,Lipicut,Rangs Pharmaceuticals Ltd.,10 mg,10.03
Atorvastatin Calcium,Lipicut,Rangs Pharmaceuticals Ltd.,20 mg,18.05
Fenofibrate,Lipidof,ACME Laboratories Ltd.,67 mg,2.01
Fenofibrate,Lipidof,ACME Laboratories Ltd.,200 mg,7.04
Atorvastatin Calcium,Lipigent,Pacific Pharmaceuticals Ltd.,10 mg,10.00
Atorvastatin Calcium,Lipigent,Pacific Pharmaceuticals Ltd.,20 mg,18.00
Amlodipine + Atorvastatin,Lipigent Plus,Pacific Pharmaceuticals Ltd.,5 mg+10 mg,18.00
Atorvastatin Calcium,Lipiles,Pharmasia Limited,10 mg,10.00
Atorvastatin Calcium,Lipiles,Pharmasia Limited,20 mg,18.00
Atorvastatin Calcium,Lipinor,Rephco Pharmaceuticals Ltd.,10 mg,7.00
Fenofibrate,Lipired,Square Pharmaceuticals Ltd.,160 mg,5.02
Fenofibrate,Lipired,Square Pharmaceuticals Ltd.,200 mg,7.04
Atorvastatin Calcium,Lipistat,Veritas Pharmaceuticals Ltd.,10 mg,12.04
Atorvastatin Calcium,Lipistat,Veritas Pharmaceuticals Ltd.,20 mg,18.05
Atorvastatin Calcium,Lipitin,General Pharmaceuticals Ltd.,10 mg,10.07
Atorvastatin Calcium,Lipitin,General Pharmaceuticals Ltd.,20 mg,18.12
Atorvastatin Calcium,Lipiva,Leon Pharmaceuticals Ltd.,10 mg,10.00
Atorvastatin Calcium,Lipiva,Leon Pharmaceuticals Ltd.,20 mg,17.99
Amlodipine + Atorvastatin,Lipiva Plus,Leon Pharmaceuticals Ltd.,5 mg+10 mg,11.00
Atorvastatin Calcium,Liplo,Globe Pharmaceuticals Ltd.,10 mg,10.00
Atorvastatin Calcium,Liplo,Globe Pharmaceuticals Ltd.,20 mg,18.00
Pitavastatin Calcium,Liploss,Drug International Ltd.,2 mg,10.05
Atorvastatin Calcium,Lipobi,Nipa Pharmaceuticals Ltd.,10 mg,10.00
Intravenous Fat Emulsion,Lipofit,Beacon Pharmaceuticals Ltd.,10%,"1,100.00"
Atorvastatin Calcium,Lipostat,Navana Pharmaceuticals Ltd.,10 mg,10.03
Atorvastatin Calcium,Lipostat,Navana Pharmaceuticals Ltd.,20 mg,15.05
Atorvastatin Calcium,Lipovast,Sharif Pharmaceuticals Ltd.,10 mg,10.03
Lisinopril,Lipril,ACME Laboratories Ltd.,5 mg,3.01
Lisinopril,Lipril,ACME Laboratories Ltd.,10 mg,5.53
Atorvastatin Calcium,Liptor,ACME Laboratories Ltd.,10 mg,10.07
Atorvastatin Calcium,Liptor,ACME Laboratories Ltd.,20 mg,18.11
Atorvastatin Calcium,Liptor,ACME Laboratories Ltd.,40 mg,24.16
Atorvastatin Calcium,Liptor,ACME Laboratories Ltd.,80 mg,30.00
Vitamin E [Alpha Tocopherol Acetate],Liqu-E,Beacon Pharmaceuticals Ltd.,200 mg,120.60
Calcitriol,Liquical,Beacon Pharmaceuticals Ltd.,0.25 mcg,10.06
Peppermint Oil,Liqumint,Beacon Pharmaceuticals Ltd.,187 mg/0.2 ml,7.05
Clopidogrel Bisulphate,Lirel,Silva Pharmaceuticals Ltd.,75 mg,10.03
Clopidogrel + Aspirin,Lirel Plus,Silva Pharmaceuticals Ltd.,75 mg+75 mg,11.04
Pregabalin,Lirica,Biopharma Laboratories Ltd.,50 mg,13.04
Pregabalin,Lirica,Biopharma Laboratories Ltd.,75 mg,15.99
Baclofen,Lirosal,Novelta Bestway Pharmaceuticals Ltd.,10 mg,8.00
Levocetirizine Dihydrochloride,Liset,MST Pharma,5 mg,2.00
Lisinopril,Lispril,Medimet Pharmaceuticals Ltd.,5 mg,2.25
Menthol + Thymol + Eucalyptol  + Methyl Salicylate,Listacare Blue Mint,General Pharmaceuticals Ltd.,,80.00
Menthol + Thymol + Eucalyptol  + Methyl Salicylate,Listacare Gold,General Pharmaceuticals Ltd.,,80.00
Sodium Fluoride (Mouthwash),Listacare Plus,General Pharmaceuticals Ltd.,0.022%,80.00
Eucalypytol + Menthol + Thymol,Listacare Zero,General Pharmaceuticals Ltd.,(91 mg+42 mg+63 mg)/100 ml,80.00
Menthol + Thymol + Eucalyptol  + Methyl Salicylate,Listoral Coolmint,ACI Limited,,75.51
Menthol + Thymol + Eucalyptol  + Methyl Salicylate,Listoral Original,ACI Limited,,75.51
Pioglitazone,Lit,The White Horse Pharma,15 mg,4.75
Ispaghula Husk,Lite,Rephco Pharmaceuticals Ltd.,3.5 gm/sachet,8.00
Lithium Carbonate,Lithin SR,Incepta Pharmaceuticals Ltd.,400 mg,5.00
Lithium Carbonate,Lithium SR,Innova Pharma (Albion Laboratories),400 mg,6.02
Lithium Carbonate,Lithosun SR,Sun Pharmaceutical (Bangladesh) Ltd.,400 mg,5.60
Lithium Carbonate,Litiam ER,ACI Limited,400 mg,5.02
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Litrim,Millat Pharmaceuticals Ltd.,(200 mg+40 mg)/5 ml,21.50
Cotrimoxazole [Sulphamethoxazole + Trimethoprim],Litrim,Millat Pharmaceuticals Ltd.,400 mg+80 mg,2.02
Levofloxacin (Oral),Livacin,Gaco Pharmaceuticals Ltd.,500 mg,15.05
Levofloxacin (Ophthalmic),Livacin,Gaco Pharmaceuticals Ltd.,0.5%,90.27
Ursodeoxycholic Acid,Livacor,Innova Pharma (Albion Laboratories),300 mg,27.15
Ursodeoxycholic Acid,Livacor,Innova Pharma (Albion Laboratories),150 mg,14.17
Atorvastatin Calcium,Livas,Techno Drugs Ltd.,10 mg,10.00
Atorvastatin Calcium,Livas,Techno Drugs Ltd.,20 mg,15.00
Silymarin,Livasil,Incepta Pharmaceuticals Ltd.,70 mg,7.00
Silymarin,Livasil,Incepta Pharmaceuticals Ltd.,140 mg,11.00
Lactulose,Livax,Pacific Pharmaceuticals Ltd., 3.35 gm/5 ml,140.00
Silymarin,Livec,Hamdard Lab. (Waqf) Ltd.,70 mg,6.67
Ursodeoxycholic Acid,Liveric,Beximco Pharmaceuticals Ltd.,150 mg,11.01
Ursodeoxycholic Acid,Liveric,Beximco Pharmaceuticals Ltd.,300 mg,20.00
Iron Polymaltose Complex + Vitamin B Complex + Zinc,Livita,ACI Limited,,50.34
Clopidogrel Bisulphate,Livocard,The White Horse Pharma,75 mg,11.86
Clopidogrel + Aspirin,Livocard Plus,The White Horse Pharma,75 mg+75 mg,11.86
Levosalbutamol (Oral),Livodel,Popular Pharmaceuticals Ltd.,1 mg/5 ml,35.13
Andrographis paniculata,Livolite,Square Pharmaceuticals Ltd.,200 mg,5.00
Lactulose,Livoton,Kemiko Pharmaceuticals Ltd.,3.35 gm/5 ml,70.21
Multivitamin & Multimineral [A-Z syrup preparation],Livwel,Square Pharmaceuticals Ltd.,,90.61
Ketorolac Tromethamine,Lixidol,Cosmic Pharma Ltd.,10 mg,10.00
Linezolid,Lizen,Zenith Pharmaceuticals Ltd.,600 mg,85.00
Linezolid,Lizen,Zenith Pharmaceuticals Ltd.,100 mg/5 ml,280.00
Losartan Potassium,LK,Pacific Pharmaceuticals Ltd.,25 mg,4.50
Losartan Potassium,LK,Pacific Pharmaceuticals Ltd.,50 mg,8.00
Losartan Potassium + Hydrochlorothiazide,LK Plus,Pacific Pharmaceuticals Ltd.,50 mg+12.5 mg,8.00
Cilnidipine,LNC,Square Pharmaceuticals Ltd.,5 mg,7.00
Cilnidipine,LNC,Square Pharmaceuticals Ltd.,10 mg,9.00
Lidocaine Hydrochloride,Locaine,Aristopharma Ltd.,2%,28.74
Amlodipine,Locard,Jayson Pharma Ltd.,5 mg,3.05
Amlodipine + Atenolol,Locard Plus,Jayson Pharma Ltd.,5 mg+50 mg ,3.02
Levofloxacin (Oral),Locin,Globe Pharmaceuticals Ltd.,250 mg,11.00
Levofloxacin (Oral),Locin,Globe Pharmaceuticals Ltd.,500 mg,14.00
Levofloxacin (Ophthalmic),Locin,Globe Pharmaceuticals Ltd.,0.5%,90.00
Atorvastatin Calcium,Locol,Popular Pharmaceuticals Ltd.,10 mg,10.04
Atorvastatin Calcium,Locol,Popular Pharmaceuticals Ltd.,20 mg,18.07
Amlodipine + Atorvastatin,Locol Plus,Popular Pharmaceuticals Ltd.,5 mg+10 mg,11.04
Diclofenac Sodium (Ophthalmic),Locopain,Asiatic Laboratories Ltd.,0.1%,80.00
Diclofenac Sodium,Locopain-TR,Asiatic Laboratories Ltd.,100 mg,3.00
Lactulose,Loctoz,Amico Laboratories Ltd.,3.35 gm/5 ml,100.00
Montelukast Sodium,Loctril,Opso Saline Ltd.,10 mg,15.00
Brimonidine Tartrate (0.2%),Locular,Square Pharmaceuticals Ltd.,0.2%,80.55
Brimonidine Tartrate + Timolol Maleate,Locular Plus,Square Pharmaceuticals Ltd.,0.2%+0.5%,110.33
Clotrimazole (Topical),Loderm,Ad-din pharmaceuticals Ltd.,1%,23.00
Amlodipine,Lodical,Somatec Pharmaceuticals Ltd.,5 mg,5.00
Amlodipine + Atenolol,Lodical Plus,Somatec Pharmaceuticals Ltd.,5 mg+50 mg,6.00
Amlodipine + Atenolol,Lodicard,Aristopharma Ltd.,5 mg+50 mg ,6.00
Loratadine + Pseudoephedrine,Lodin Plus,Amico Laboratories Ltd.,10 mg+240 mg,6.00
Amlodipine,Lodipin,Aristopharma Ltd.,5 mg,5.00
Aceclofenac,Lofam,Millat Pharmaceuticals Ltd.,100 mg,3.00
Fenofibrate,Lofat,Beximco Pharmaceuticals Ltd.,200 mg,7.00
Aceclofenac,Lofens,Zenith Pharmaceuticals Ltd.,100 mg,8.50
Lomefloxacin (Ophthalmic),Loflox,Opso Saline Ltd.,0.3%,70.01
Ceftibuten Dihydrate,Logibac,ACME Laboratories Ltd.,90 mg/5 ml,480.00
Ceftibuten Dihydrate,Logibac,ACME Laboratories Ltd.,400 mg,120.00
Tolfenamic acid,Lograin,Ibn-Sina Pharmaceuticals Ltd.,200 mg,10.01
Losartan Potassium + Hydrochlorothiazide,Lok Plus,Globe Pharmaceuticals Ltd.,50 mg+12.5 mg,8.00
Losartan Potassium,Lok-50,Globe Pharmaceuticals Ltd.,50 mg,8.00
Lomefloxacin (Ophthalmic),Lomebac,Popular Pharmaceuticals Ltd.,0.3%,70.00
Lomefloxacin (Ophthalmic),Lomecin,Reman Drug Laboratories Ltd.,0.3%,70.00
Lomefloxacin (Ophthalmic),Lomecin,Reman Drug Laboratories Ltd.,0.3%,60.00
Lomefloxacin (Oral),Lomeflox,Aristopharma Ltd.,400 mg,15.00
Lomefloxacin (Ophthalmic),Lomeflox,Aristopharma Ltd.,0.3%,70.00
Lomefloxacin (Ophthalmic),Lomegen,General Pharmaceuticals Ltd.,0.3%,70.21
Lomefloxacin (Ophthalmic),Lomequin,Incepta Pharmaceuticals Ltd.,0.3%,70.00
Omeprazole,Lomesec,Aexim Pharmaceuticals Ltd.,20 mg,3.00
Lomefloxacin (Ophthalmic),Lomexa,Opsonin Pharma Ltd.,0.3%,69.97
Isradipine,Lomir,Novartis (Bangladesh) Ltd.,2.5 mg,19.39
Loperamide,Lomosec,ACI Limited,2 mg,0.58
Clonazepam,Lonapam,Delta Pharma Ltd.,0.5 mg,3.00
Clonazepam,Lonapam,Delta Pharma Ltd.,2 mg,5.00
Clonazepam,Lonapam,Delta Pharma Ltd.,1 mg,4.00
Clonazepam,Lonazep,Sun Pharmaceutical (Bangladesh) Ltd.,0.5 mg,6.00
Clonazepam,Lonazep,Sun Pharmaceutical (Bangladesh) Ltd.,2 mg,8.00
Paracetamol,Longpara,Ibn-Sina Pharmaceuticals Ltd.,665 mg,1.51
Olopatadine Hydrochloride (Ophthalmic),Lopadine,Incepta Pharmaceuticals Ltd.,0.1%,110.00
Olopatadine Hydrochloride (Nasal Spray),Lopadine,Incepta Pharmaceuticals Ltd.,600 mcg/spray,400.00
Olopatadine Hydrochloride (Ophthalmic),Lopadine DS,Incepta Pharmaceuticals Ltd.,0.2%,175.00
Olopatadine Hydrochloride (Ophthalmic),Lopadine Max,Incepta Pharmaceuticals Ltd.,0.7%,200.00
Ketorolac Tromethamine (Ophthalmic),Lopadol,Popular Pharmaceuticals Ltd.,0.5%,80.30
Loperamide,Lopamid,ACME Laboratories Ltd.,2 mg,1.00
Hyoscine Butylbromide,Lopan,Navana Pharmaceuticals Ltd.,10 mg,3.43
Tapentadol Hydrochloride,Lopenta,ACI Limited,50 mg,14.00
Tapentadol Hydrochloride,Lopenta,ACI Limited,75 mg,20.00
Tapentadol Hydrochloride,Lopenta,ACI Limited,100 mg,25.00
Loperamide,Loperin,Opsonin Pharma Ltd.,2 mg,1.00
Olanzapine,Lopez,General Pharmaceuticals Ltd.,5 mg,2.52
Olanzapine,Lopez,General Pharmaceuticals Ltd.,10 mg,4.54
Iopamidol,Lopidam,Beximco Pharmaceuticals Ltd.,370 mg/ml,"2,634.90"
Iopamidol,Lopidam,Beximco Pharmaceuticals Ltd.,370 mg/ml,"1,318.05"
Amlodipine,Lopin,Edruc Ltd.,5 mg,3.00
Amlodipine + Atenolol,Lopin Plus,Edruc Ltd.,5 mg+25 mg ,4.50
Clopidogrel Bisulphate,Lopirel,Incepta Pharmaceuticals Ltd.,75 mg,12.00
Clopidogrel + Aspirin,Lopirel Plus,Incepta Pharmaceuticals Ltd.,75 mg+75 mg,12.00
Clopidogrel Bisulphate,Loplate,Kemiko Pharmaceuticals Ltd.,75 mg,10.00
Clopidogrel + Aspirin,Loplate Plus,Kemiko Pharmaceuticals Ltd.,75 mg+75 mg,11.03
Losartan Potassium,Lopo,Biopharma Laboratories Ltd.,25 mg,4.51
Losartan Potassium,Lopo,Biopharma Laboratories Ltd.,50 mg,7.99
Losartan Potassium + Hydrochlorothiazide,Lopo Plus,Biopharma Laboratories Ltd.,50 mg+12.5 mg,7.99
Losartan Potassium,Lopos,Zenith Pharmaceuticals Ltd.,25 mg,3.51
Losartan Potassium,Lopos,Zenith Pharmaceuticals Ltd.,50 mg,6.00
Losartan Potassium + Hydrochlorothiazide,Lopos Plus,Zenith Pharmaceuticals Ltd.,100 mg+25 mg,10.04
Losartan Potassium,Lopoten,Euro Pharma Ltd.,25 mg,3.50
Losartan Potassium,Lopoten,Euro Pharma Ltd.,50 mg,6.00
Loteprednol Etabonate (Ophthalmic Suspension),Loprenol,Monicopharma Ltd.,0.5%,175.00
Metoprolol Tartrate,Lopresor,Bristol Pharmaceuticals Ltd.,50 mg,1.30
Loratadine,Lora,Opsonin Pharma Ltd.,10 mg,2.51
Loratadine,Lora,Opsonin Pharma Ltd.,5 mg/5 ml,30.10
Cefaclor Monohydrate,Loracef,Square Pharmaceuticals Ltd.,500 mg,38.33
Cefaclor Monohydrate,Loracef,Square Pharmaceuticals Ltd.,125 mg/5 ml,191.30
Cefaclor Monohydrate,Loracef,Square Pharmaceuticals Ltd.,125 mg/1.25 ml,125.85
Desloratadine,Lorades,Novo Healthcare and Pharma Ltd.,5 mg,2.50
Desloratadine,Lorades,Novo Healthcare and Pharma Ltd.,2.5 mg/5 ml,25.00
Loperamide,Loramide,Bristol Pharmaceuticals Ltd.,2 mg,0.50
Loratadine,Lorastine,United Chemicals & Pharmaceuticals Ltd.,10 mg,3.02
Loratadine,Lorastine,United Chemicals & Pharmaceuticals Ltd.,5 mg/5 ml,26.35
Loratadine,Lorat,Drug International Ltd.,10 mg,3.05
Loratadine,Loratec,Desh Pharmaceuticals Ltd.,10 mg,2.00
Loratadine,Loratin,Square Pharmaceuticals Ltd.,10 mg,3.01
Loratadine,Loratin Fast,Square Pharmaceuticals Ltd.,10 mg,3.01
Loratadine,Loren,Pharmadesh Laboratories Ltd.,10 mg,2.00
Letrozole,Loreta,Popular Pharmaceuticals Ltd.,2.5 mg,40.00
Loratadine,Lorfast,Biopharma Laboratories Ltd.,10 mg,2.99
Loratadine,Lorfast,Biopharma Laboratories Ltd.,5 mg/5 ml,25.98
Domperidone Maleate,Loridon,Modern Pharmaceuticals Ltd.,10 mg,2.00
Domperidone Maleate,Loridon,Modern Pharmaceuticals Ltd.,5 mg/5 ml,28.00
Domperidone Maleate,Loridon,Modern Pharmaceuticals Ltd.,5 mg/ml,20.00
Losartan Potassium,Loril,Astra Biopharmaceuticals Ltd.,50 mg,6.00
Losartan Potassium,Loril,Astra Biopharmaceuticals Ltd.,100 mg,10.00
Loratadine,Lorin,General Pharmaceuticals Ltd.,10 mg,3.02
Loratadine,Lorin,General Pharmaceuticals Ltd.,5 mg/5 ml,30.20
Permethrin,Lorix,Opsonin Pharma Ltd.,5% w/w,55.37
Permethrin + Crotamiton,Lorix Plus,Opsonin Pharma Ltd.,5%+10%,100.00
Losartan Potassium,Losa,Alco Pharma Ltd.,25 mg,3.51
Losartan Potassium,Losa,Alco Pharma Ltd.,50,6.02
Losartan Potassium + Hydrochlorothiazide,Losa Plus,Alco Pharma Ltd.,50 mg+12.5 mg,8.02
Losartan Potassium,Losacard,Novo Healthcare and Pharma Ltd.,25 mg,3.50
Losartan Potassium,Losacard,Novo Healthcare and Pharma Ltd.,50 mg,5.00
Losartan Potassium + Hydrochlorothiazide,Losacard HZ,Novo Healthcare and Pharma Ltd.,50 mg+12.5 mg,6.00
Losartan Potassium,Losacor,Healthcare Pharmacuticals Ltd.,50 mg,8.00
Losartan Potassium + Hydrochlorothiazide,Losacor Plus,Healthcare Pharmacuticals Ltd.,50 mg+12.5 mg,8.00
Losartan Potassium,Losamax,Veritas Pharmaceuticals Ltd.,25 mg,4.51
Losartan Potassium,Losamax,Veritas Pharmaceuticals Ltd.,50 mg,8.03
Losartan Potassium,Losamax,Veritas Pharmaceuticals Ltd.,100 mg,12.04
Losartan Potassium + Hydrochlorothiazide,Losamax-H,Veritas Pharmaceuticals Ltd.,50 mg+12.5 mg,8.03
Losartan Potassium + Hydrochlorothiazide,Losamax-H,Veritas Pharmaceuticals Ltd.,100 mg+25 mg,12.04
Losartan Potassium,Losan,Orion Pharma Ltd.,25 mg,4.51
Losartan Potassium,Losan,Orion Pharma Ltd.,50 mg,8.02
Losartan Potassium + Hydrochlorothiazide,Losan Plus,Orion Pharma Ltd.,50 mg+12.5 mg,8.02
Losartan Potassium,Losanil,Medicon Pharmaceuticals Ltd.,50 mg,7.39
Losartan Potassium,Losap,Doctor’s Chemical Works Ltd.,50 mg,5.97
Losartan Potassium,Losapot,Somatec Pharmaceuticals Ltd.,50 mg,8.00
Losartan Potassium + Hydrochlorothiazide,Losapot Plus,Somatec Pharmaceuticals Ltd.,50 mg+12.5 mg,8.00
Losartan Potassium,Losapress,Benham Pharmaceuticals Ltd.,25 mg,4.05
Losartan Potassium,Losapress,Benham Pharmaceuticals Ltd.,50 mg,8.00
Losartan Potassium,Losar,Nipa Pharmaceuticals Ltd.,50 mg,8.00
Losartan Potassium,Losarcar,Medimet Pharmaceuticals Ltd.,25 mg,3.50
Losartan Potassium,Losarcar,Medimet Pharmaceuticals Ltd.,50 mg,6.00
Losartan Potassium + Hydrochlorothiazide,Losarcar Plus,Medimet Pharmaceuticals Ltd.,50 mg+12.5 mg,N/A
Losartan Potassium,Losardil,Drug International Ltd.,25 mg,4.55
Losartan Potassium,Losardil,Drug International Ltd.,50 mg,8.05
Losartan Potassium,Losardil,Drug International Ltd.,100 mg,12.05
Losartan Potassium + Hydrochlorothiazide,Losardil,Drug International Ltd.,25 mg+12.5 mg,5.05
Losartan Potassium + Hydrochlorothiazide,Losardil,Drug International Ltd.,50 mg+12.5 mg,8.05
Losartan Potassium + Hydrochlorothiazide,Losardil,Drug International Ltd.,100 mg+12.5 mg,12.05
Losartan Potassium + Hydrochlorothiazide,Losardil,Drug International Ltd.,100 mg+25 mg,12.05
Losartan Potassium,Losaron,Amico Laboratories Ltd.,50 mg,5.00
Losartan Potassium,Losarpex,Legends Pharma,50 mg,8.00
Losartan Potassium + Hydrochlorothiazide,Losarpex Plus,Legends Pharma,50 mg+12.5 mg,8.00
Losartan Potassium,Losart,ACME Laboratories Ltd.,25 mg,4.51
Losartan Potassium,Losart,ACME Laboratories Ltd.,50 mg,8.03
Losartan Potassium,Losart,ACME Laboratories Ltd.,100 mg,12.03
Losartan Potassium,Losart P,Silco Pharmaceutical Ltd.,50 mg,N/A
Losartan Potassium + Hydrochlorothiazide,Losart Plus,ACME Laboratories Ltd.,50 mg+12.5 mg,8.03
Losartan Potassium + Hydrochlorothiazide,Losart Plus,ACME Laboratories Ltd.,100 mg+12.5 mg,12.03
Losartan Potassium + Hydrochlorothiazide,Losart Plus,ACME Laboratories Ltd.,100 mg+25 mg,12.03
Losartan Potassium,Losartium,Rangs Pharmaceuticals Ltd.,50 mg,8.03
Losartan Potassium + Hydrochlorothiazide,Losartium-H,Rangs Pharmaceuticals Ltd.,50 mg+12.5 mg,8.03
Losartan Potassium,Losarva,NIPRO JMI Pharma Ltd.,25 mg,3.00
Losartan Potassium,Losarva,NIPRO JMI Pharma Ltd.,50 mg,5.00
Losartan Potassium + Hydrochlorothiazide,Losarva Plus,NIPRO JMI Pharma Ltd.,50 mg+12.5 mg,6.00
Losartan Potassium,Losatan,Popular Pharmaceuticals Ltd.,25 mg,4.50
Losartan Potassium,Losatan,Popular Pharmaceuticals Ltd.,50 mg,8.00
Losartan Potassium,Losatan,Popular Pharmaceuticals Ltd.,100 mg,10.00
Losartan Potassium + Hydrochlorothiazide,Losatan HZ,Popular Pharmaceuticals Ltd.,50 mg+12.5 mg,8.00
Omeprazole Magnesium,Losectil,Eskayef Bangladesh Ltd.,20 mg,5.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,40 mg/sachet,10.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,40 mg/vial,90.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,20 mg,5.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,10 mg,2.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,40 mg,9.00
Omeprazole,Losectil,Eskayef Bangladesh Ltd.,20 mg/sachet,6.00
Omeprazole [Multiple-Unit Pellet System],Losectil MUPS,Eskayef Bangladesh Ltd.,40 mg,10.00
Omeprazole [Multiple-Unit Pellet System],Losectil MUPS,Eskayef Bangladesh Ltd.,20 mg,7.00
Omeprazole,Losectil V,Eskayef Bangladesh Ltd.,20 mg,5.00
Omeprazole,Losectil V,Eskayef Bangladesh Ltd.,40 mg,8.00
Omeprazole,Losek,Bristol Pharmaceuticals Ltd.,20 mg,4.00
Omeprazole,Losek,Bristol Pharmaceuticals Ltd.,40 mg,7.00
Escitalopram,Losita,Eskayef Bangladesh Ltd.,20 mg,16.00
Escitalopram,Losita,Eskayef Bangladesh Ltd.,5 mg,6.00
Escitalopram,Losita,Eskayef Bangladesh Ltd.,10 mg,10.00
Losartan Potassium,Losium,Ibn-Sina Pharmaceuticals Ltd.,25 mg,3.50
